a,"第一个字母 A; 一个; 第一的
art. "
excessive,"a. 过度的, 过多的, 极端的
"
exchange,"n. 交换, (电话)交换局, 交换机, 汇兑, 交易所
v. 交换, 交易, 兑换
"
exclaim,"v. 大叫, 呼喊, 大声叫"
exclude,"vt. 除外, 排除, 排斥
"
exclusive,"a. 排外的, 独占的, 唯一的
"
execute,"vt. 执行, 实行, 完成, 处死, 制成
"
executive,"n. 执行部门, 执行委员会, 执行者, 经理主管人员
a. 执行的, 善于执行的, 善于经营的
"
exemplify,"vt. 例证, 例示
"
exempt,"n. 免税者, 被免除义务者
a. 免除的
vt. 使免除, 豁免"
exert,"vt. 发挥, 运用, 施以影响
"
exhaust,"n. 排气, 排气装置, 废气
vt. 抽完, 用尽, 耗尽, 使精疲力尽
vi. 排气"
exhibit,"n. 显示, 显现, 展览品, 陈列品, 展览
vt. 展现, 陈列, 展览
vi. 开展览会"
exotic,"a. 异国的, 外来的
n. 外来人, 外来物, 舶来品"
expand,"vt. 使膨胀, 详述, 扩张
vi. 张开, 发展
vt. 展开
vi. 展开
"
expectation,"n. 期待, 指望, 展望
"
expedition,"n. 远征, 探险队, 迅速"
expel,"vt. 驱逐, 逐出, 排出, 开除
"
expenditure,"n. 开支, 费用, 用光, 消费额
"
expense,"n. 费用, 代价, 开支, 损失
"
experimental,"a. 实验的, 根据实验的
"
expertise,"n. 专家意见, 专门技术
"
expire,"vi. 期满, 呼气, 断气
vt. 呼出"
explanation,"n. 解释, 说明, 辩解, 表明
"
explicit,"a. 详述的, 清楚的, 直言的"
explode,"vi. 爆炸, 爆发, 激增
vt. 使爆炸"
exploit,"n. 功绩, 勋绩
vt. 开发, 利用, 开拓, 剥削"
explore,"v. 探险, 探测, 探究"
explosive,"n. 炸药, 爆破音
a. 易爆发的, 爆炸的, 暴躁的"
export,"n. 输出品, 输出
vt. 输出, 出口
vi. 输出物资
"
expose,"vt. 使暴露, 使曝光, 揭穿, 陈列
"
exposure,"n. 暴露, 揭发, 揭露
"
extend,"v. 扩充, 延伸, 伸展, 扩大
"
extensive,"a. 广的, 广泛的, 多方面的
"
extent,"n. 范围, 程度, 区域
"
exterior,"n. 外部, 表面, 外貌
a. 外部的, 外在的, 表面的"
external,"n. 外部, 外面
a. 外部的, 客观的, 表面的"
extinct,"a. 熄灭的, 灭绝的, 耗尽的
"
extinguish,"vt. 熄灭, 使消亡, 压制, 使减色
"
extraordinary,"a. 非常的, 特别的, 非凡的
"
extravagant,"a. 奢侈的, 挥霍无度的, 浪费的"
extreme,"n. 极端, 末端
a. 极端的, 尽头的, 极度的, 偏激的"
fabricate,"vt. 制造, 建造, 装配, 伪造"
fabulous,"a. 传说的, 寓言般的, 难以置信的"
facilitate,"vt. 使容易, 促进, 帮助
"
facility,"n. 容易, 灵巧, 设备
"
faculty,"n. 才能, 能力, 全体教员, (大学的)系
"
faint,"n. 昏厥, 昏倒
a. 模糊的, 微弱的, 无力的
vi. 昏倒, 变得微弱"
faithful,"a. 忠实的, 详确的, 可靠的
n. 信徒"
fake,"n. 假货, 欺骗, 诡计
a. 假的
vt. 假造, 仿造
vi. 伪装"
familiar,"a. 熟悉的, 常见的, 亲密的
n. 熟友, 常客"
famine,"n. 饥荒, 缺乏, 饥饿"
fantastic,"a. 奇妙的, 稀奇的, 空想的"
fare,"n. 费用, 旅客, 食物
vi. 进展, 进步, 经营, 过活"
fascinate,"vt. 令人入神, 使着迷
vi. 入迷"
fashion,"n. 流行, 风尚, 时样
vt. 形成, 造, 作"
fashionable,"a. 时髦的, 上流社会的, 流行的"
fasten,"vt. 拴紧, 使固定, 系, 集中于, 强加于
vi. 扣紧"
fatal,"a. 致命的, 重大的, 命运注定的, 粗心的, 不幸的
"
fatigue,"n. 疲乏, 疲劳
vt. 使疲劳, 使心智衰弱
vi. 疲劳
a. 疲劳的"
faulty,"a. 有过失的, 有缺点的, 不完美的, 应受责备的
"
favorable,"a. 有利的, 赞许的, 良好的"
feasible,"a. 能实行的, 可行的, 适宜的
"
feast,"n. 宴会, 酒席, 享受, 节日
vt. 款待, 享乐, 请客
vi. 参加宴会, 尽情地吃, 享受"
feat,"n. 壮举, 功绩, 技艺表演
a. 灵巧的, 合适的, 整洁的"
feature,"n. 面孔的一部分(如眼、口等), 特征, 容貌, 特色, 特写
vt. 是...的特色, 特写, 放映
vi. 起重要作用
"
federal,"a. 联邦的, 联合的, 同盟的
"
federation,"n. 联邦, 联合, 联盟
"
fee,"n. 费用, 小费, 封地, 所有权
vt. 付费给"
feeble,"a. 微弱的, 衰弱的, 无效的
"
feedback,"n. 反馈, 反应
"
fell,"vt. 击倒
n. 一季所伐的木材, 折缝
a. 凶猛的, 可怕的
fall的过去式"
female,"n. 女性, 女人, 雌性动物
a. 女性的, 女子的"
feminine,"a. 女性的, 阴性的, 柔弱的
"
fertile,"a. 可繁殖的, 肥沃的, 生产多的
"
fertilizer,"n. 肥料, 促进发展者, 受精媒介物
"
fetch,"n. 取得, 拿, 诡计, 魂
vt. 接来, 取来, 售得, 带来, 推出, 引出, 杀死, 吸引, 到达
vi. 取物, 前进
"
feudal,"a. 封建制度的, 封地的, 领地的"
fiber,"n. 纤维, 构造, 纤维制品
"
fiction,"n. 小说, 虚构故事
"
fierce,"a. 凶猛的, 猛烈的, 热烈的, 暴躁的"
figure,"n. 数字, 价格, 图形, 形状
vt. 描绘, 表示, 演算, 认为
vi. 计算, 出现, 估计"
filter,"n. 滤波器, 过滤器, 滤光器, 过滤嘴, 去尘器
vt. 过滤, 渗透, 走漏
vi. 滤过, 渗入
"
finance,"n. 财政, 财务
vt. 供给...经费, 负担经费
vi. 筹措资金"
finger,"n. 手指, 指状物, (手套的)手指部分, 指针
v. 用手指拨弄, 伸出
"
finite,"a. 有限的, 有穷的, 限定的
n. 有限物"
fist,"n. 拳头, 手
vt. 拳打, 握成拳, 紧握"
fitting,"a. 适宜的
n. 试穿, 试衣, 装配, 装置"
fixture,"n. 固定(状态), 固定物, 设备
"
flame,"n. 火焰, 火舌, 热情, 光辉
vt. 焚烧, 用火焰给...灭菌, 用火焰传送(信号), 点燃, 激动
vi. 燃烧, 爆发, 闪耀
"
flap,"n. 飘, 摆动, 拍打, 拍打声, 片状垂悬物
v. 拍打, 鼓翼而飞, 飘动"
flare,"n. 闪光, 闪耀
vi. 闪光, 闪耀
vt. 用发光信号发出, 使闪耀, 使张开"
flash,"n. 闪光, 闪现, 一瞬间
vi. 闪光, 闪现, 反射
vt. 使闪光, 反射"
flat,"a. 平坦的, 单调的, 无力的, 浅的, 萧条的, 干脆的, 无聊的
adv. 平直地, 断然地
n. 扁平物, 平面, 平地, 平原, 平板车
v. (使)变平"
flatter,"vt. 奉承, 阿谀, 使高兴
"
flavor,"n. 滋味, 调味品
vt. 加味于"
flaw,"n. 缺点, 裂纹, 瑕疵, 一阵狂风
"
flee,"vt. 逃避, 逃跑, 逃走
vi. 逃, 消失"
fleet,"n. 舰队, 港湾, 小河
a. 快速的, 敏捷的, 浅的, 短暂的
adv. 浅
vi. 疾驰, 飞逝, 掠过
vt. 消磨, 变换船(或船员)的位置"
flesh,"n. 肉, 肉体, 肉欲, 人性, 亲属, 人类, 众生, 人体
vt. 以肉喂, 激起...的杀戳情绪, 使肥, 赋以血肉
vi. 长胖"
flexible,"a. 易曲的, 灵活的, 柔顺的, 能变形的, 可通融的
"
fling,"n. 投掷, 急冲, 嘲弄
vt. 投, 丢下, 抛弃, 使陷入, 挥动, 嘲笑, 扫视
vi. 猛冲"
flock,"n. 兽群, 鸟群, 一群人, 大量, 棉束
vi. 成群而行, 聚集
vt. 用棉束填满"
flour,"n. 面粉, 粉沫, 碎粉
"
flourish,"vi. 繁荣, 茂盛, 活跃, 手舞足蹈
vt. 挥舞, 夸耀
n. 挥舞, 炫耀, 茂盛, 兴旺, 华丽词藻"
fluctuate,"vi. 变动, 起伏, 动摇
vt. 使波动, 使动摇"
fluent,"a. 流利的, 流畅的"
fluid,"n. 液体, 分泌液, 流体
a. 流动的, 可改变的"
flush,"n. 流溢, 面红, 旺盛, 发烧, 惊飞的鸟, 同花牌
a. 丰足的, 齐平的, 满盈的, 泛滥的
adv. 齐平地, 直接地
vi. 脸发红, 奔涌, 旺盛, 惊飞
vt. 淹没, 冲洗, 使脸红, 使激动, 使齐平, 使惊飞"
foam,"n. 泡沫, 水沫, 泡沫材料
vi. 起泡沫, 吐白沫
vt. 使起泡沫"
focus,"n. 焦点, 焦距
vi. 聚焦, 注视
vt. 使聚焦, 调焦, 集中
"
fold,"n. 折层, 折, 羊栏, 折痕, 信徒
vt. 折叠, 包, 合拢, 交迭
vi. 折叠起来, 彻底失败
"
folk,"n. 人们, 家人, 亲属, 民族
a. 民间的"
forbid,"vt. 禁止, 不准, 妨碍
"
forecast,"n. 预想, 预测, 预报
vt. 预想, 预测, 预报
"
foremost,"a. 最初的, 最重要的
adv. 在最前"
foresee,"vt. 预见, 预知"
forge,"n. 熔炉, 铁工厂
vt. 打制, 锻造, 伪造
vi. 锻造, 伪造"
forgive,"vt. 原谅, 宽恕, 免除
"
format,"n. 开本, 版式, 形式, 格式
vt. 格式化
"
formation,"n. 形成, 构造, 编队
"
former,"a. 从前的, 前者的
n. 起形成作用的人(或物), 模型, 样板"
formidable,"a. 巨大的, 优秀的, 可怕的, 艰难的"
formula,"n. 客套语, 公式, 准则
"
formulate,"vt. 用公式表示, 明确叙述, 制订
"
forthcoming,"a. 即将来临的
n. 来临"
fortnight,n. 两星期
fortunate,"a. 幸运的, 幸福的"
forum,"n. 论坛, 公开讨论的广场, 法庭, 讨论会
"
forward,"a. 向前的, 早的, 迅速的, 在前的, 进步的
vt. 促进...的生长, 转寄, 运送
adv. 向前地
"
fossil,"n. 化石, 古物
a. 化石的, 陈腐的, 守旧的"
foster,"a. 收养的, 养育的
vt. 养育, 抚育, 培养, 鼓励, 抱(希望)"
foul,"a. 污秽的, 邪恶的, 恶臭的, 肮脏的, 恶劣的, 淤塞的
vt. 弄脏, 妨害, 污蔑, 犯规, 淤塞
vi. 腐烂, 犯规, 缠结
adv. 违反规则地, 不正当地
n. 犯规, 缠绕"
fountain,"n. 水源, 源, 喷泉, 泉水, 本源
"
fraction,"n. 小部分, 破片, 分数
"
fragile,"a. 易碎的, 脆的
"
fragment,"n. 碎片, 破片, 片段
"
fragrant,"a. 芬香的, 馥郁的, 愉快的"
frame,"n. 框, 结构, 体格
vt. 构成, 设计, 制定, 使适合, 陷害
"
framework,"n. 结构, 骨架, 参照标准, 准则, 观点
"
frank,"a. 坦白的, 率直的, 老实的
vt. 免费邮寄
n. 免费邮寄特权"
fraud,"n. 欺骗, 欺诈, 诡计, 骗子
"
freak,"n. 畸形人, 畸形物, 不正常的事物, 反复无常
a. 奇异的, 反常的"
freeze,"vi. 冻结, 冷冻, 僵硬, 楞住
vt. 使结冰, 使冻住, 使呆住
n. 结冰, 凝固
"
freight,"n. 船货, 运费, 货运
vt. 装货, 使充满, 以货运运送, 租(或出租)(船等)"
frequency,"n. 频率, 频数
"
frequent,"a. 时常发生的, 频繁的, 快速的
vt. 时常来访, 常常聚集, 常与...交往"
fresh,"a. 新鲜的, 新奇的, 另外的, 淡的, 精神饱满的, 冒失的
adv. 最新地, 刚刚
n. 开始, 泛滥"
friction,"n. 摩擦, 摩擦治疗, 不和
"
fright,"n. 惊骇, 吃惊
"
frighten,"vt. 使惊吓
vi. 惊恐"
fringe,"n. 边缘, 端, 流苏, 穗, 初步
vt. 加穗于, 加饰边于
a. 边缘的, 附加的"
frown,"n. 皱眉
vi. 皱眉头
vt. 皱眉表示"
fruitful,"a. 结果实的, 多实的, 产量多的"
fulfill,"vt. 实践, 履行, 实行, 完成, 结束, 满足
"
fume,"n. 臭气, 烟, 激怒
vt. 熏
vi. 冒烟"
function,"n. 官能, 职务, 功能, 函数
vi. 活动, 运行, 行使职责
"
fundamental,"n. 基本原理, 原则, 基波
a. 基本的, 重要的, 原音的"
furious,"a. 狂怒的, 激烈的, 吵闹的"
furnace,"n. 火炉, 熔炉, 考验
vt. 在炉中烧"
furnish,"vt. 供给, 提供, 装设
"
fuse,"n. 保险丝, 导火线
v. 熔化, 融合"
fuss,"n. 大惊小怪, 小题大作, 忙乱
vi. 无事自扰, 焦急, 焦燥, 忙乱
vt. 使激动, 使烦燥"
gain,"n. 增益, 获得, 利润, 收获, 增加
vt. 得到, 增进, 赚到
vi. 获利, 增加
"
galaxy,"n. 银河, 星系, 一群(显赫的人物)
"
gallery,"n. 走廊, 最高楼座, 画廊, 收集, 图库
"
gallop,"n. 疾驰, 飞奔
vi. 飞驰, 急速进行, 急急忙忙地说
vt. 使飞跑, 迅速运输"
gamble,"n. 赌博, 冒险
v. 赌博, 孤注一掷"
gang,"n. 队, 群, 帮
vi. 成群结队, 结成一伙
vt. 使成群结队"
garment,"n. 衣服, 衣装, 外表"
gasp,"n. 喘气
vi. 喘气, 喘息, 渴望
vt. 气喘吁吁地说"
gauge,"n. 标准度量, 计量器
vt. 精确计量, 估计
"
gay,"a. 欢快的, 艳丽的, 快乐的, 放荡的"
gaze,"n. 注视, 凝视
vi. 注视, 凝视"
gear,"n. 齿轮, 工具
vt. 以齿轮连起, 开动, 使适应, 安排
vi. 连接上, 适合"
general,"n. 一般, 将军, 大体
a. 全面的, 大体的, 总的, 一般的, 普遍的
n. 常规
"
generalize,"vt. 一般化, 概括, 推广
vi. 形成概念, 笼统讲"
generate,"vt. 产生, 发生, 导致
"
generator,"n. 产生器, 发电机, 生产者
"
generous,"a. 慷慨的, 有雅量的, 大量的, 丰富的"
genetic,"a. 创始的, 遗传的, 起源的, 遗传学的
"
genius,"n. 天才, 天赋, 精神, 神魔
"
gentle,"a. 温和的, 文雅的"
gently,"adv. 温和地, 温柔地, 轻轻地, 逐渐地"
genuine,"a. 真正的, 真实的, 诚恳的
"
geometry,"n. 几何学
"
germ,"n. 细菌, 种子, 生殖细胞, 根源
"
gigantic,"a. 巨人般的, 巨大的"
giggle,"v. 吃吃地笑, 咯咯地笑
n. 咯咯笑, 傻笑"
glamour,"n. 魅力, 迷人的美, 魔法
vt. 迷惑"
glance,"n. 一瞥, 闪光, 掠过, 辉矿类
vi. 扫视, 闪光, 掠过, 提到, 略说
vt. 扫视, 反射, 使掠过"
glare,"n. 闪耀光, 刺眼
vi. 发眩光, 瞪视
vt. 瞪眼表示"
glide,"n. 滑动, 滑过, 流水
vi. 滑动, 滑翔, 溜走, 流逝
vt. 使滑动"
glimpse,"n. 一瞥, 一闪
vi. 投以一瞥, 闪烁不定
vt. 瞥见"
glitter,"n. 灿烂, 闪烁, 辉耀
vi. 灿烂, 闪烁, 辉耀"
global,"a. 通用的, 全球的, 球形的, 综合的, 普遍的
"
gloomy,"a. 抑沉的, 忧闷的, 黑暗的, 悲观的"
glorious,a. 光荣的
glory,"n. 光荣, 荣耀, 荣誉, 壮丽, 繁荣
vi. 自豪"
glow,"n. 赤热, 光辉, 热情, 热烈, 红光
vi. 发红光, 红光焕发, 发热, 洋溢, 激动"
glue,"n. 胶, 粘性物
vt. 粘合, 胶合"
gorgeous,"a. 华丽的, 灿烂的"
governor,"n. (美)州长, (英)总督, 统治者, 管理者, 理事
"
gown,"n. 睡衣, 法衣, 大学全体师生
vt. 使穿睡衣"
grab,"n. 抓握, 掠夺, 强占, 东方沿岸帆船
vi. 抓取, 抢去
vt. 攫取, 捕获, 霸占"
grace,"n. 优雅, 风度, 慈悲, 恩惠, 体面, 赦免, 恩典, 谢恩祷告
vt. 使优美"
graceful,a. 优美的
gracious,"a. 亲切的, 慈善的"
gradual,"a. 逐渐的, 渐增的
n. 弥撒升阶圣歌"
graduate,"n. 毕业生, 量杯
a. 已得学位的, 研究生的, 毕业的
vi. 毕业, 得学位, 逐渐变为
vt. 准予...毕业, 授予...学位, 分等级, 刻刻度"
grant,"n. 授予, 授予物, 允许
vt. 允许, 承认, 授与
"
graphic,"a. 生动的, 轮廓分明的, 绘画似的, 图解的
"
grasp,"n. 把握, 抓紧, 理解, 抓, 柄, 控制
vt. 抓住, 紧握, 领会
vi. 抓"
grateful,"a. 感谢的, 感激的, 令人快意的, 受欢迎的"
gratitude,n. 感激之情
grave,"n. 墓穴, 坟墓, 终结, 死亡
a. 庄重的, 严肃的, 重大的, 低沉的
vt. 雕刻"
gravity,"n. 地心引力, 重力
"
graze,"n. 吃草, 放牧, 擦伤, 轻擦
v. (使)吃草, 放牧, 轻擦, 擦伤"
grease,"n. 脂肪, 兽脂, 油脂, 贿赂
vt. 涂脂于, 贿赂"
greedy,"a. 贪婪的, 贪得的, 贪吃的"
grieve,"vt. 使悲伤
vi. 悲痛, 伤心"
grin,"n. 露齿笑
v. 露齿而笑"
grind,"n. 磨, 碾, 苦差, 摩擦声, 用功的学生
vt. 磨擦, 磨碎, 磨光, 折磨, 压榨
vi. 磨, 磨碎, 苦干"
grip,"n. 紧握, 柄, 握力, 握手方式, 手提包, 掌握, 支配, 控制
vt. 抓紧, 抱住, 吸住, 掌握
vi. 握牢, 有吸引力"
groan,"n. 呻吟, 叹息
vi. 呻吟, 抱怨, 受压迫
vt. 呻吟地说"
grope,"v. 摸索
n. 摸索"
gross,"n. 总数, 总量
a. 总共的, 未打折扣的, 恶劣的, 粗野的
vt. 总共收入"
guarantee,"n. 担保, 抵押品, 保证书
vt. 保证, 担保"
guard,"n. 守卫者, 警戒, 护卫队, 防护装置
vt. 保卫, 看守, 当心
vi. 防止, 警惕, 警卫, 看守"
guidance,"n. 指导, 领导
"
guilty,"a. 犯罪的, 有过失的, 自觉有错的, 心虚的
"
gulf,"n. 海湾, 深渊, 漩涡, 隔阂
vt. 吞没"
gum,"n. 树胶, 橡皮, 橡皮糖, 牙床, 老天
vt. 涂以树胶, 用胶粘, 使有粘性
vi. 分泌树胶, 发粘"
gut,"n. 剧情, 内容, 内脏, 肚子, 海峡, 勇气
vt. 取出内脏, 毁坏...的内部"
gymnasium,"n. 健身房, 体育馆
"
habitable,"a. 适于居住的, 可居住的"
habitat,"n. 栖息地, 居留地, 自生地, 聚集处
"
habitual,"a. 习惯的, 惯常的, 平常的
"
hail,"n. 冰雹, 致敬, 欢呼, 招呼
vt. 向...欢呼, 致敬, 招呼, 使象下雹样落下
vi. 招呼, 下雹
interj. 万岁, 欢迎"
halt,"n. 停止, 立定, 休息
vt. 使停止, 使立定
vi. 立定, 停止, 蹒跚, 踌躇, 有缺点
"
ham,"n. 火腿, 后腿, 笨拙演员
a. 过火的, 做作的
v. 演得过火"
hamper,"n. 食篮, 阻碍物, 食盒
vt. 阻碍, 使困累, 妨碍, 牵制"
handful,"n. 少数, 一把, 棘手事"
handicap,"n. 障碍, 困难, 不利条件
vt. 加障碍于, 妨碍"
handle,"n. 柄, 把手, 把柄, 柄状物, 手感
vt. 触摸, 运用, 买卖, 处理, 操作
vi. 搬运, 易于操纵
n. 句柄
"
handsome,"a. 英俊的, 大方的, 慷慨的, 相当可观的, 美观的, 灵敏的"
handy,"a. 便利的, 敏捷的, 容易取得的
"
harassment,"n. 困扰, 烦扰, 烦恼
"
harbor,"n. 港, 避难所
v. 庇护, 藏匿, (使)入港停泊"
hardware,"n. 硬件, 五金器具, 零件
"
harmony,"n. 协调, 和睦, 调和
"
harness,"n. 马具, 挽具状带子, 甲胄
vt. 给...上挽具, 驾驭, 披上甲胄, 利用...以产生动力"
harsh,"a. 粗糙的, 刺耳的, 严厉的
"
haste,"n. 匆忙, 急忙"
hasty,"a. 匆匆的, 轻率的, 性怠的"
hatch,"n. 孵化, 舱口
vt. 孵, 孵出, 策划
vi. 孵化"
hatred,"n. 憎恨, 仇恨, 憎恶
"
haul,"n. 用力拖拉, 拖运, 强拉, 捕获量, 拖运距离
vi. 拖, 拉, 改变方向, 改变主意
vt. 拖拉, 拖运"
hay,"n. 干草
vt. 制干草, 供给干草
vi. 晒干草"
hazard,"n. 冒险, 危险, 机会
vt. 冒...的危险, 赌运气, 使冒危险
"
headquarters,"n. 总部, 司令部, 总部人员
"
heal,"vi. 痊愈
vt. 使复原, 使和解, 治愈"
heap,"n. 堆, 许多, 累积
vt. 堆积, 装满
"
hedge,"n. 树篱, 障碍, 套头交易
vt. 用树篱围, 套期保值, 妨碍, 两面下注以防...的损失
vi. 筑树篱, 躲闪, 两面下注以防损失
a. 树篱的, 偷偷摸摸的"
heel,"n. 脚后跟, 踵, 后部, 倾侧
vt. 尾随, 装以鞋跟, 倾侧, 追赶
vi. 紧随, 用脚后跟传球"
heighten,"vt. 增高, 提高, 加强
vi. 升高, 变大"
helmet,"n. 钢盔, 盔, 防护帽
vt. 给...戴头盔"
hemisphere,"n. 半球, 地球的半面, 大脑半球
"
hence,"adv. 因此, 从此"
henceforth,"adv. 自此以后, 今后"
herb,"n. 药草, 香草
"
herd,"n. 兽群, 人群, 牧人
vt. 群集, 使成群, 放牧
vi. 聚在一起"
heroic,"a. 英勇的, 英雄式的, 壮丽雄伟的
n. 英雄诗, 史诗, 英勇行为"
heroin,"n. 海洛因, 吗啡
"
hesitate,"vi. 犹豫, 迟疑, 踌躇, 支吾, 停顿"
highlight,"n. 加亮区, 精彩场面
vt. 加亮, 使显著, 以强光照射, 突出
"
hijack,"vt. 抢劫, 劫持, 敲诈
"
hinder,"a. 后面的
v. 阻碍, 打扰"
hinge,"n. 铰链, 关键, 枢纽
vt. 装铰链
vi. 靠铰链移动, 依...而转移"
hint,"n. 暗示, 提示
v. 暗示, 示意"
hitherto,"adv. 迄今, 至今"
hobby,"n. 嗜好, 癖好, 爱好"
hoist,"n. 升高, 起重机, 推动
v. 升起, 升高, 举起"
hollow,"n. 洞, 窟窿, 山谷
a. 空的, 虚伪的, 空腹的, 凹的
vi. 形成空洞
vt. 挖空"
hook,"n. 钩, 钩状, 镰刀, 陷阱
vt. 挂...于钩上, 钩住, 引上钩, 偷窃
vi. 弯成钩状, 钩紧
"
hop,"n. 单脚跳, 跳跃, 舞会, 飞行
vi. 单脚跳, 跳跃
vt. 跃过, 跳上, 加蛇麻子于, 服麻醉药
"
horizontal,"n. 水平线, 水平面, 水平位置
a. 水平线的, 平坦的, 横的
n. 水平
"
horn,"n. 角, 角质, 喇叭, 号角
a. 角制的
vt. 用角触, 长角于"
horrible,"a. 可怕的, 遭透的, 极讨厌的"
horror,"n. 惊骇, 恐怖, 惨状
"
hospitality,"n. 款待, 亲切, 殷勤"
host,"n. 主人, 旅馆老板, 节目主持人
vt. 当主人招待, 作...节目主持人
"
hostage,"n. 人质, 抵押品
"
hostile,"a. 敌人的, 怀敌意的, 敌对的
n. 敌对分子"
hound,"n. 猎犬
vt. 带猎犬狩猎, 追捕, 激励, 使追逐"
hover,"vi. 盘旋, 翱翔, 徘徊
vt. 孵
n. 翱翔"
howl,"n. 嗥叫, 吠声, 号叫
vi. 狂吠, 咆哮, 呼啸
vt. 对...吼叫, 狂喊着说"
huddle,"n. 杂乱一团, 混乱, 拥挤
vt. 把...挤在一起, 乱堆, 草率了事, 蜷曲
vi. 挤作一团, 蜷缩"
hum,"n. 嗡嗡声, 哼声, 杂声
vi. 发低哼声
vt. 哼, 用哼声表示
interj. 哼, 嗯"
humanity,"n. 人性, 人类, 博爱"
humble,"a. 低下的, 谦逊的, 粗陋的
vt. 使...卑下, 降低...地位, 贬抑"
humid,"a. 潮湿的, 湿润的, 多湿气的"
humidity,"n. 湿气, 潮湿, 湿度
"
humorous,"a. 富幽默感的, 滑稽的, 诙谐的"
hurl,"n. 用力的投掷
vt. 用力投掷, 发射, 愤慨地说出, 丢下
vi. 猛投, 猛掷"
hurricane,"n. 飓风, 暴风, 暴风雨"
hut,"n. 小屋, 茅舍, 临时军营
v. (使)住在茅舍"
hydrogen,"n. 氢
"
hypocrisy,"n. 伪善
"
hysterical,"a. 歇斯底里的, 异常兴奋的
"
ideal,"n. 理想, 典范, 观念, 思想, 最后目标
a. 理想的, 完美的, 空想的, 观念的, 唯心论的"
identical,"a. 同一的, 恒等的, 完全相同的
"
identification,"n. 识别, 身份证明, 认同
"
identify,"vt. 识别, 认为...等同于, 确定, 使参与
vi. 一致, 认同"
ideology,"n. 思想体系, 意识形态, 观念学, 空论
"
idle,"a. 懒惰的, 闲散的, 停顿的, 空闲的, 无用的
vi. 无所事事, 闲散, 浪费, 空转
vt. 虚度, 使闲散, 使空转
n. 空转, 空闲时间
"
